age,annual_income,credit_score,number_of_dependents,years_employed,vehicle_value,annual_premium,monthly_expenses,savings_amount,loan_amount,number_of_policies,vehicle_ownership_duration,customer_since_years,policy_renewal_count,gender,marital_status,education_level,job_title,region,policy_type,employment_type,payment_frequency,communication_preference,relationship_to_policyholder,health_status,driving_record,home_ownership,risk_appetite,credit_utilization_band,owns_vehicle,has_children,has_previous_claims,is_smoker,is_diabetic,owns_multiple_policies,has_health_insurance,is_student,has_loyalty_discount,attended_defensive_driving,claim_status
34,56586.88,712.0,1,24,1649.88,1631.08,2942.12,11552.79,20163.3,4,19,8,2,Female,Widowed,Bachelor,Theatre manager,South,Comprehensive,Salaried,Quarterly,In-person,Self,Good,Average,Living with Family,Medium,Medium,1,0,1,0,0,1,1,1,1,1,0
52,21821.26,664.0,0,17,35762.79,1056.18,3130.8,-11807.14,11394.85,1,8,3,1,Male,Divorced,Bachelor,Chartered legal executive (England and Wales),West,Comprehensive,Self-Employed,Quarterly,Phone,Child,Good,Good,Renter,Medium,High,1,0,0,0,0,0,0,0,1,0,0
51,64874.77,652.0,0,0,6721.95,2083.33,1130.77,3318.14,19388.07,1,8,5,4,Male,Single,PhD,Hydrologist,South,Collision,Self-Employed,Yearly,Email,Child,Excellent,Bad,Mortgage,Low,Very High,0,1,0,1,1,1,0,1,0,1,0
40,67511.57,687.0,3,31,24867.58,1179.69,2767.91,10091.47,6622.21,4,2,9,0,Male,Married,Master,Optometrist,West,Collision,Salaried,Quarterly,SMS,Self,,Good,Renter,Low,Low,0,0,0,1,0,0,0,1,0,1,0
47,47355.93,675.0,1,28,29317.79,1619.87,3502.88,15501.63,9131.32,3,3,10,1,Male,Single,Master,Chartered certified accountant,East,Comprehensive,Unemployed,Yearly,In-person,Child,,Average,Mortgage,Medium,Low,1,0,0,0,0,0,0,1,1,1,0
69,57119.31,629.0,1,19,41738.97,1388.55,2488.68,20924.15,13369.82,1,12,4,3,Male,Single,PhD,Psychiatric nurse,West,Collision,Self-Employed,Monthly,SMS,Child,Very Good,Good,Living with Family,High,Low,0,0,0,0,0,0,1,1,1,1,0
25,69865.76,678.0,2,12,14487.41,1291.02,3219.19,9251.94,17021.89,3,9,8,2,Female,Married,PhD,Dance movement psychotherapist,East,Personal Injury,Self-Employed,Yearly,Phone,Parent,Good,Bad,Mortgage,High,Medium,0,0,0,0,0,1,0,1,1,1,0
39,64976.77,714.0,1,11,11445.16,1592.65,1957.56,21820.46,15194.34,3,16,4,2,Female,Married,High School,,North,Third Party,Retired,Monthly,Phone,Self,Poor,Very Bad,Renter,Low,Low,1,0,0,0,1,0,0,0,1,0,0
61,36560.15,660.0,2,7,15727.25,1245.25,3343.37,12714.04,-2049.09,4,1,10,1,Male,Widowed,Bachelor,Patent examiner,South,Collision,Self-Employed,Quarterly,SMS,Parent,Fair,Bad,Renter,Medium,Medium,1,1,0,1,1,1,1,1,0,0,0
75,78803.25,759.0,0,38,14116.59,1177.07,1590.39,11390.84,6471.66,1,18,14,4,Male,Widowed,PhD,Garment/textile technologist,East,Collision,Self-Employed,Quarterly,Phone,Self,Good,Excellent,Renter,Medium,Very High,0,0,0,0,0,0,0,1,1,1,0
53,85594.96,617.0,1,7,1163.82,1186.14,2482.51,15518.94,10746.11,1,0,9,4,Male,Widowed,High School,Medical sales representative,Central,Personal Injury,Salaried,Yearly,In-person,Parent,Good,Excellent,Living with Family,Low,Medium,1,1,0,0,0,0,0,1,1,1,0
22,52347.24,638.0,2,17,36354.52,856.85,3487.93,22339.27,13816.22,4,3,8,2,Other,Married,None,Health and safety adviser,South,Third Party,Retired,Quarterly,SMS,Self,Fair,Bad,Living with Family,Low,Low,1,1,0,0,1,1,0,1,1,0,0
30,31351.93,651.0,1,20,15819.5,1519.99,3443.68,12657.56,8216.8,3,18,11,4,Female,Single,High School,"Runner, broadcasting/film/video",East,Personal Injury,Salaried,Monthly,In-person,Parent,Good,Bad,Mortgage,High,High,0,1,0,0,0,0,0,1,1,0,0
46,71566.69,721.0,1,27,18403.26,1002.08,1460.23,18649.69,8025.23,3,4,10,0,Female,Married,PhD,Newspaper journalist,North,Personal Injury,Salaried,Monthly,SMS,Child,Poor,Excellent,Living with Family,Low,Very High,1,0,0,0,0,0,0,1,0,1,0
48,49903.61,690.0,0,30,26274.57,1263.04,2328.77,22456.52,11114.46,1,13,6,0,Male,Single,High School,Press photographer,South,Personal Injury,Self-Employed,Monthly,In-person,Other,Very Good,Very Bad,Owner,Low,Medium,1,1,0,1,0,0,1,1,1,1,0
64,68031.73,635.0,1,14,33860.96,1206.04,2020.41,20448.45,5666.34,2,14,4,1,Female,Married,Bachelor,Technical brewer,South,Collision,Salaried,Monthly,In-person,Parent,Good,Good,Owner,Low,Very High,1,1,0,0,0,0,1,0,0,0,0
74,93032.56,586.0,2,38,8394.33,1382.22,3443.78,8322.41,6741.42,2,13,1,0,Male,Married,Bachelor,Special effects artist,North,Comprehensive,Unemployed,Quarterly,Email,Child,Good,Average,Owner,Medium,Medium,0,1,0,1,0,1,1,1,0,0,0
72,36805.39,620.0,2,32,23576.19,1196.07,2440.4,10203.97,10801.97,1,0,8,2,Male,Married,High School,Building surveyor,North,Collision,Student,Monthly,In-person,Spouse,Very Good,Very Bad,Mortgage,Low,Very High,1,1,0,1,1,0,0,1,1,1,1
33,48050.69,592.0,2,37,7842.16,1119.49,2618.63,20837.32,9803.53,1,2,6,1,Female,Divorced,PhD,Clinical molecular geneticist,North,Third Party,Unemployed,Monthly,Email,Other,Poor,Good,Renter,Medium,Medium,1,1,0,1,0,1,0,1,1,1,0
59,57082.81,723.0,3,22,23336.48,1324.4,2885.48,13646.67,4187.07,3,14,2,3,Female,Divorced,Bachelor,Planning and development surveyor,West,Personal Injury,Retired,Yearly,SMS,Child,Poor,Average,Mortgage,Medium,High,1,1,0,0,1,0,0,1,0,1,0
79,79375.18,627.0,2,15,22922.14,1298.68,1528.92,7207.1,11310.03,2,3,7,4,Female,Single,Bachelor,Research scientist (physical sciences),East,Personal Injury,Student,Monthly,Phone,Spouse,Fair,Good,Living with Family,Low,Medium,0,1,1,0,0,0,0,1,1,0,0
47,113334.26,714.0,3,23,15269.88,881.48,2739.19,15444.11,12079.09,3,12,8,3,Male,Divorced,Master,"Designer, television/film set",Central,Collision,Self-Employed,Monthly,Email,Self,Good,Very Bad,Living with Family,Low,Low,0,0,0,0,1,1,1,1,1,1,0
74,63706.28,707.0,1,20,22334.56,1167.01,1691.86,22778.35,16886.26,2,19,2,1,Male,Married,Master,Travel agency manager,North,Collision,Salaried,Yearly,SMS,Other,Very Good,Average,Mortgage,High,High,1,1,0,0,0,1,0,1,1,0,0
72,35516.66,739.0,0,7,22517.87,1580.99,2108.19,24140.49,9785.47,4,16,8,1,Male,Widowed,None,Barrister,North,Comprehensive,Retired,Yearly,Phone,Parent,Excellent,Very Bad,Owner,Medium,Very High,1,1,1,0,0,1,0,1,0,1,0
33,54817.18,644.0,3,16,19183.21,1937.18,2145.23,25211.02,15676.35,3,15,0,3,Male,Divorced,,Media planner,West,Collision,Salaried,Quarterly,Email,Child,Fair,Excellent,Owner,High,Very High,0,0,1,0,1,0,1,1,0,1,1
29,48377.05,700.0,1,14,17954.01,687.74,2887.21,15318.46,-136.03,3,19,9,0,Female,Widowed,High School,Hotel manager,South,Third Party,Retired,Monthly,In-person,Other,Very Good,Excellent,Renter,Low,Low,1,0,0,1,0,1,0,1,1,1,0
34,70823.78,686.0,5,13,6356.27,1448.32,1865.71,18820.18,9717.98,2,8,12,4,Male,Single,High School,Armed forces technical officer,East,Third Party,Salaried,Yearly,Phone,Self,Poor,Bad,Mortgage,Medium,High,0,1,0,0,0,0,0,1,1,0,0
33,65653.27,686.0,2,19,9092.85,1231.73,2120.38,26047.86,7501.73,4,16,9,0,Female,Divorced,PhD,"Psychologist, sport and exercise",East,Third Party,Salaried,Yearly,Phone,Spouse,Very Good,Average,Living with Family,Medium,High,1,0,0,0,0,1,0,1,0,1,0
29,44372.8,679.0,2,31,13857.75,1022.41,2759.23,8616.09,7529.08,3,6,10,1,Male,Divorced,High School,"Accountant, chartered",West,Third Party,Retired,Quarterly,Email,Parent,Good,Bad,Owner,Low,Very High,1,1,0,0,0,0,0,1,1,1,0
25,47497.72,722.0,2,10,9913.22,1071.6,3608.24,24775.47,12137.64,4,7,11,0,Female,Single,PhD,Public relations account executive,East,Collision,Retired,Quarterly,Email,Parent,Excellent,Bad,Living with Family,Medium,Low,1,0,0,0,0,0,0,1,1,1,0
37,54599.14,716.0,0,37,14267.12,918.08,2850.09,21979.99,868.69,4,7,4,2,Female,Married,Bachelor,Personal assistant,North,Personal Injury,Student,Quarterly,Phone,Self,Good,Excellent,Living with Family,Low,Very High,0,0,0,1,0,1,1,1,0,0,0
20,56409.63,679.0,3,31,19238.43,791.32,3404.48,22020.88,1552.53,2,4,7,1,Female,Divorced,PhD,Dance movement psychotherapist,Central,Third Party,Self-Employed,Yearly,Phone,Self,Good,Very Bad,Owner,High,Very High,1,0,0,1,0,1,0,1,0,0,0
33,59367.17,657.0,2,3,20882.5,1315.59,800.82,-1891.53,12956.79,2,10,6,2,Male,Married,Master,Patent examiner,North,Personal Injury,Student,Quarterly,SMS,Self,Very Good,Excellent,Renter,Low,Medium,1,0,1,1,1,1,1,1,0,1,0
47,60733.1,651.0,2,28,25616.78,1734.98,3648.15,9506.52,10945.27,4,19,3,0,Female,Divorced,PhD,Science writer,Central,Personal Injury,Self-Employed,Yearly,In-person,Other,Very Good,Excellent,Mortgage,High,Medium,1,1,0,1,0,1,0,1,0,1,0
62,78522.76,681.0,1,4,21568.83,1305.8,1814.12,8834.62,6346.52,4,1,0,3,Male,Divorced,High School,Museum/gallery conservator,Central,Comprehensive,Unemployed,Yearly,Email,Child,Good,Bad,Renter,Low,High,1,1,0,0,0,0,0,1,1,0,0
40,54056.83,691.0,4,11,21190.08,1251.47,2012.97,29232.68,16495.06,3,19,0,4,Male,Single,Bachelor,"Journalist, newspaper",South,Personal Injury,Student,Yearly,SMS,Self,Good,Good,Mortgage,Medium,Low,1,0,0,0,0,0,0,1,0,1,0
45,51846.5,675.0,2,38,25364.06,1012.93,4053.16,6158.34,15118.44,3,6,11,3,Female,Divorced,None,"Designer, blown glass/stained glass",West,Collision,Student,Yearly,Phone,Other,Very Good,Excellent,Owner,Medium,Very High,1,1,0,0,0,1,1,1,1,1,0
68,39918.39,615.0,1,22,10831.12,920.9,2636.25,4336.73,11730.97,2,6,6,1,Male,Single,High School,Armed forces technical officer,South,Third Party,Salaried,Yearly,Phone,Child,Good,Bad,Mortgage,High,Low,1,1,0,0,0,1,0,1,1,1,0
57,56642.11,664.0,1,32,11667.56,1206.54,1900.12,2843.78,3026.56,3,17,11,1,Female,Widowed,Master,Arts administrator,West,Personal Injury,Student,Quarterly,SMS,Spouse,Poor,Good,Living with Family,High,Very High,1,0,0,1,0,1,0,1,1,1,0
71,63842.94,653.0,1,15,16267.89,891.21,2010.6,11262.56,16696.03,1,7,5,1,Male,Widowed,Master,Herbalist,West,Third Party,Salaried,Monthly,SMS,Other,Good,Excellent,Living with Family,Low,Medium,1,0,0,0,0,1,0,0,0,1,0
22,34138.55,680.0,2,10,13027.96,1536.93,1393.46,19031.57,516.61,2,15,4,0,Male,Widowed,Master,"Administrator, education",Central,Comprehensive,Self-Employed,Monthly,Phone,Child,,Average,Renter,Medium,Medium,1,0,1,0,0,0,1,1,1,1,1
37,54863.57,806.0,1,7,2469.3,1026.74,2511.68,33361.51,4422.35,3,10,6,4,Other,Widowed,Master,"Administrator, arts",South,Comprehensive,Student,Yearly,In-person,Parent,Fair,Very Bad,Owner,Medium,Low,1,0,1,1,0,0,1,1,0,0,0
57,77404.41,701.0,2,32,25759.87,946.96,2231.21,11180.36,14053.38,2,7,12,0,Male,Married,PhD,Energy manager,West,Personal Injury,Self-Employed,Yearly,SMS,Other,Very Good,Average,Owner,Low,High,1,1,0,0,0,1,0,1,1,1,0
73,69724.59,743.0,0,33,10016.82,1875.2,3035.56,7420.73,2525.06,2,2,13,3,Male,Single,PhD,Media planner,West,Collision,Student,Monthly,Email,Parent,Fair,Good,Living with Family,Medium,Medium,1,1,0,0,0,0,1,1,0,1,0
61,65601.5,645.0,3,20,38116.06,1589.66,3875.16,30588.36,16888.82,4,10,5,4,Female,Divorced,Bachelor,Chief of Staff,North,Collision,Self-Employed,Yearly,Phone,Child,Good,Good,Mortgage,Medium,Very High,1,1,0,0,0,0,0,1,1,1,0
18,69318.18,681.0,0,37,21653.68,841.49,1496.9,32117.13,19634.59,4,5,2,1,Male,Divorced,High School,"Designer, television/film set",North,Third Party,Student,Yearly,Email,Spouse,Poor,Very Bad,Mortgage,Medium,Low,0,0,0,0,0,1,0,1,1,1,1
74,51394.44,741.0,2,16,4982.74,935.33,2976.76,-2591.8,13185.21,4,16,10,2,Female,Married,High School,Forest/woodland manager,South,Comprehensive,Unemployed,Monthly,Phone,Self,Very Good,Good,Mortgage,Medium,Low,0,0,0,0,0,1,1,1,1,0,0
47,49396.2,600.0,2,33,26669.33,1141.53,1273.41,9824.18,6309.36,1,0,1,0,Male,Widowed,PhD,Barrister's clerk,East,Collision,Salaried,Quarterly,Email,Parent,Very Good,Very Bad,Owner,Low,Very High,0,0,0,0,0,0,0,1,0,0,0
38,79078.63,668.0,1,2,20332.78,1151.73,2847.83,17159.81,3511.72,3,16,9,2,Female,Widowed,Master,Air cabin crew,East,Third Party,Unemployed,Monthly,Phone,Spouse,Good,Very Bad,Living with Family,High,Low,1,1,0,1,0,1,0,1,1,1,0
37,72429.59,711.0,0,23,22909.81,1062.36,1561.29,16875.77,2384.81,3,7,0,3,Male,Single,Bachelor,"Surveyor, mining",West,Collision,Salaried,Yearly,Email,Self,Good,Very Bad,Living with Family,High,High,1,0,0,1,0,0,1,1,1,0,0
23,48805.9,676.0,1,21,15024.34,1601.02,1422.71,37158.1,11505.29,1,4,8,2,Male,Widowed,Master,Retail merchandiser,North,Collision,Student,Quarterly,SMS,Self,Very Good,Average,Living with Family,Low,Medium,1,0,0,0,0,0,1,1,1,1,0
39,31819.14,651.0,4,9,10687.54,1263.15,4540.46,9488.89,10513.62,1,19,8,3,Female,Widowed,PhD,Pensions consultant,East,Collision,Student,Quarterly,Email,Self,Excellent,Bad,Living with Family,Medium,High,1,0,0,0,1,0,0,1,0,0,0
35,49117.27,654.0,2,4,5387.29,1188.92,4218.35,3528.25,11010.48,1,18,1,3,Other,Married,High School,Astronomer,North,Collision,Student,Yearly,In-person,Self,Good,Excellent,Mortgage,Low,Very High,1,0,0,1,0,0,0,1,0,1,1
25,68153.01,695.0,1,30,7179.99,1017.58,1933.62,7259.38,16997.99,1,5,12,3,Female,Single,High School,Diplomatic Services operational officer,Central,Comprehensive,Retired,Quarterly,In-person,Other,Good,Average,Living with Family,Medium,Low,1,1,0,1,0,0,0,1,1,1,0
56,50126.1,601.0,1,23,6319.0,884.52,4021.71,25897.08,13919.25,2,13,11,0,Male,Widowed,Master,,South,Third Party,Retired,Monthly,In-person,Self,Good,Very Bad,Living with Family,Medium,Low,0,0,0,0,0,0,0,1,0,0,0
49,64951.02,686.0,0,10,16425.99,1012.64,2468.35,14867.12,11519.54,1,1,6,1,Male,Widowed,None,"Engineer, mining",West,Collision,Student,Quarterly,Email,Spouse,Poor,Very Bad,Renter,Low,Medium,1,1,0,0,0,1,0,1,0,1,0
50,81296.56,716.0,1,13,19483.93,937.26,1403.3,31010.55,10481.89,4,6,7,3,Female,Married,High School,Museum education officer,West,Comprehensive,Self-Employed,Yearly,SMS,Spouse,Very Good,Average,Owner,Medium,Very High,0,0,0,0,0,1,1,1,1,1,0
70,58604.59,661.0,2,3,4529.2,822.2,3019.53,21461.83,4901.38,2,13,10,0,Female,Divorced,Bachelor,Outdoor activities/education manager,Central,Collision,Salaried,Yearly,Email,Other,Very Good,Good,Renter,Medium,High,0,1,0,0,0,1,0,1,0,1,0
33,63509.4,602.0,0,7,29026.78,1523.41,3259.4,8218.69,12482.57,3,10,10,2,Female,Single,Master,Water engineer,South,Personal Injury,Salaried,Monthly,Phone,Other,Excellent,Bad,Mortgage,Medium,Low,1,1,0,0,0,0,0,1,0,1,0
29,70273.56,654.0,3,6,21416.45,1479.04,3101.95,23628.01,11194.74,4,0,1,0,Male,Divorced,Bachelor,"Engineer, mining",Central,Collision,Unemployed,Yearly,Email,Child,Good,Very Bad,Living with Family,Low,High,1,1,0,0,0,1,1,0,1,1,0
55,43768.74,673.0,0,34,44271.17,1087.61,1148.13,27025.34,15426.76,3,6,9,3,Male,Divorced,PhD,"Engineer, technical sales",Central,Comprehensive,Retired,Monthly,Phone,Other,Good,Very Bad,Living with Family,Low,High,0,1,0,0,0,0,0,0,1,1,0
69,48404.26,626.0,0,31,15949.01,1595.31,1585.48,29583.37,11351.31,1,0,11,1,Female,Single,PhD,Manufacturing systems engineer,Central,Third Party,Salaried,Yearly,Phone,Self,Poor,Average,Mortgage,High,Low,1,0,0,0,0,1,0,1,1,0,0
51,70892.42,681.0,2,21,42329.71,1377.08,3249.65,965.56,21929.15,3,14,1,2,Male,Married,Master,"Loss adjuster, chartered",North,Comprehensive,Unemployed,Quarterly,In-person,Self,Fair,Excellent,Renter,Low,Medium,0,0,0,1,0,1,0,1,0,0,0
78,60554.51,688.0,1,21,27459.85,875.86,1578.22,17806.81,15965.01,2,8,2,4,Male,Divorced,PhD,"Scientist, research (life sciences)",North,Third Party,Retired,Monthly,SMS,Spouse,Very Good,Good,Living with Family,Low,Low,0,0,0,0,0,1,0,0,1,1,1
31,61826.38,740.0,1,25,406.57,762.62,3314.61,3851.66,757.55,4,13,14,0,Male,Married,Bachelor,Site engineer,South,Third Party,Unemployed,Yearly,SMS,Parent,Very Good,Good,Living with Family,Medium,Medium,0,1,0,0,0,0,0,1,0,1,0
53,60499.29,671.0,1,35,8093.29,1291.8,2209.71,12044.91,11197.76,4,6,6,4,Female,Divorced,High School,Environmental manager,West,Comprehensive,Student,Yearly,Email,Other,Excellent,Good,Mortgage,Low,Very High,1,0,0,0,0,1,0,1,1,0,0
50,74674.41,685.0,2,28,23179.51,1342.8,1184.35,12664.74,16363.75,4,18,9,2,Female,Single,Master,"Engineer, aeronautical",North,Collision,Salaried,Yearly,In-person,Child,Poor,Excellent,Owner,Medium,Very High,0,0,0,1,0,1,0,1,1,1,0
40,66535.69,652.0,2,3,2524.09,812.18,1444.82,17818.12,6927.1,3,2,7,0,Male,Widowed,Bachelor,Chiropractor,West,Third Party,Student,Quarterly,Phone,Parent,,Very Bad,Renter,Low,Very High,1,1,0,0,0,0,0,1,1,1,0
67,66732.3,656.0,5,30,11037.43,1042.31,2863.27,19804.99,6776.08,3,1,6,0,Female,Married,Bachelor,"Engineer, manufacturing systems",East,Personal Injury,Unemployed,Quarterly,In-person,Parent,Very Good,Excellent,Renter,Medium,Very High,1,1,0,0,0,0,0,1,0,1,0
62,78332.97,715.0,2,21,4076.62,1455.94,2901.49,8963.17,18412.17,4,5,2,0,Male,Widowed,High School,Make,East,Personal Injury,Self-Employed,Quarterly,Phone,Spouse,Good,Bad,Renter,High,Medium,0,0,1,0,0,0,0,1,1,0,0
19,84098.61,668.0,1,7,41387.12,1671.27,3749.48,27178.34,5093.5,1,8,7,2,Male,Widowed,Bachelor,Personnel officer,South,Comprehensive,Salaried,Monthly,SMS,Self,Fair,Excellent,Living with Family,High,Low,1,1,0,0,1,0,0,1,1,1,0
58,93653.88,721.0,2,20,30986.28,1225.32,2515.99,28335.15,12961.36,1,16,13,4,Female,Widowed,PhD,Agricultural engineer,West,Third Party,Student,Quarterly,In-person,Other,Good,Good,Renter,Low,Medium,1,0,0,1,0,0,0,1,1,1,0
38,51314.79,677.0,1,14,16610.17,1216.88,2340.54,16864.32,9478.58,4,7,0,1,Male,Married,High School,Set designer,West,Collision,Salaried,Quarterly,SMS,Spouse,Good,Bad,Renter,Low,Medium,1,1,0,1,0,0,0,1,1,1,0
19,97041.11,622.0,0,3,35124.02,1064.68,3938.05,32252.37,13487.52,2,15,5,2,Female,Divorced,None,Biomedical engineer,North,Comprehensive,Unemployed,Quarterly,SMS,Parent,Good,Very Bad,Mortgage,High,Medium,0,1,0,0,0,1,1,1,1,1,0
44,43548.41,645.0,0,4,32579.08,1646.17,1828.48,14208.4,7122.72,2,1,8,4,Male,Married,Bachelor,Accounting technician,West,Third Party,Unemployed,Monthly,Phone,Self,Very Good,Good,Owner,Low,Very High,1,0,0,0,0,0,0,1,1,1,0
74,89028.71,800.0,2,35,33103.4,1366.76,2273.36,-3504.48,6671.99,4,5,11,0,Male,Divorced,PhD,Industrial buyer,South,Collision,Student,Monthly,Email,Self,Excellent,Excellent,Renter,Medium,Very High,0,0,0,0,0,0,0,1,1,1,0
26,50490.6,674.0,1,1,14406.69,947.67,2879.83,5782.97,15553.24,4,9,6,3,Female,Married,PhD,"Engineer, maintenance",Central,Third Party,Retired,Yearly,In-person,Child,Good,Very Bad,Owner,Low,Medium,1,1,0,1,0,1,1,1,0,0,0
18,58965.9,599.0,1,7,16911.14,1434.63,1783.43,10560.07,17959.9,4,10,13,4,Female,Married,High School,"Psychologist, clinical",South,Collision,Retired,Quarterly,Phone,Spouse,,Very Bad,Owner,Medium,Medium,1,1,0,1,0,0,0,1,1,1,0
28,60278.64,623.0,1,3,9034.08,989.72,2857.29,24203.09,9107.62,1,7,1,4,Female,Married,PhD,Media buyer,East,Collision,Retired,Yearly,SMS,Other,Good,Good,Renter,Low,High,0,0,0,0,0,1,0,1,0,0,0
20,46995.44,644.0,3,12,18862.86,914.46,2503.52,5185.32,12182.0,3,16,0,3,Male,Single,High School,Travel agency manager,Central,Third Party,Self-Employed,Monthly,In-person,Child,Excellent,Very Bad,Owner,Low,High,1,1,0,0,1,0,0,1,1,1,0
69,61300.78,635.0,3,13,11874.42,1065.84,3408.14,14388.97,14235.58,2,17,7,0,Female,Single,None,Water quality scientist,South,Comprehensive,Self-Employed,Monthly,Phone,Parent,Very Good,Very Bad,Renter,Medium,Low,1,0,0,0,1,0,0,1,0,1,0
79,47769.93,625.0,2,8,9258.71,941.84,2165.65,39787.99,10986.99,4,0,13,4,Male,Single,High School,Geochemist,South,Personal Injury,Self-Employed,Monthly,Phone,Spouse,Poor,Good,Renter,Medium,Low,1,1,0,1,0,0,0,1,1,0,0
40,41475.85,753.0,1,27,31315.97,928.58,1989.07,17320.53,13470.04,4,16,2,3,Female,Married,High School,Firefighter,North,Personal Injury,Salaried,Quarterly,SMS,Parent,Fair,Average,Living with Family,Low,High,0,1,1,0,0,0,0,1,1,1,0
43,59419.15,713.0,0,37,26716.11,780.26,4035.17,31078.16,18597.78,2,16,11,4,Male,Divorced,High School,"Engineer, civil (contracting)",West,Third Party,Retired,Yearly,SMS,Parent,Good,Good,Mortgage,Low,High,1,0,0,0,0,0,0,1,1,0,0
21,83848.15,670.0,4,11,11175.86,990.4,3181.2,3016.16,3422.45,2,5,4,1,Female,Divorced,,Sub,West,Personal Injury,Self-Employed,Monthly,SMS,Parent,Good,Average,Owner,High,Medium,0,1,1,0,0,0,0,1,1,1,0
35,56189.7,650.0,3,27,29454.54,1040.09,3369.06,-5217.26,15011.32,4,2,10,4,Male,Widowed,None,Neurosurgeon,East,Third Party,Retired,Quarterly,Phone,Spouse,Good,Bad,Owner,Low,Very High,1,0,0,0,0,0,0,1,1,1,0
72,74115.31,671.0,1,12,23088.18,794.6,3168.44,-1090.79,20705.08,1,16,4,1,Male,Divorced,None,Arts development officer,North,Personal Injury,Student,Yearly,In-person,Self,Very Good,Average,Owner,Low,Low,0,0,0,0,1,1,0,1,1,0,0
23,47315.01,769.0,0,20,16846.36,1362.04,1960.82,25835.02,15349.59,4,19,8,3,Male,Widowed,High School,"Buyer, industrial",East,Third Party,Self-Employed,Quarterly,SMS,Self,Poor,Bad,Renter,High,Low,1,1,0,1,0,1,0,1,1,1,0
52,40747.86,636.0,3,37,35907.61,670.08,1732.22,12669.17,3805.62,1,18,10,4,Male,Single,Bachelor,Industrial buyer,West,Collision,Self-Employed,Quarterly,Phone,Self,Fair,Good,Renter,Low,High,0,0,0,0,0,1,0,1,0,1,0
39,66807.9,601.0,1,25,23053.83,1085.65,1740.71,11721.16,18269.41,4,12,10,1,Female,Married,Bachelor,"Nurse, adult",Central,Comprehensive,Retired,Quarterly,Email,Parent,Poor,Excellent,Renter,Low,Medium,1,0,0,1,0,0,1,1,1,1,0
60,86334.19,713.0,1,24,37775.21,1398.36,2039.65,32227.65,9918.4,4,13,7,0,Male,Married,High School,"Engineer, maintenance (IT)",East,Personal Injury,Salaried,Monthly,Email,Self,Good,Excellent,Owner,Medium,Low,1,1,0,0,0,0,0,1,0,1,0
32,63134.32,,3,21,25659.05,1539.65,3460.15,25882.85,13000.08,2,8,12,4,Male,Divorced,Bachelor,Firefighter,East,Collision,Self-Employed,Monthly,In-person,Self,Excellent,Excellent,Renter,Low,High,0,0,1,1,0,0,1,1,1,1,0
39,72399.71,752.0,0,7,26518.72,1027.57,2479.46,19663.31,15204.79,3,10,12,1,Female,Divorced,Bachelor,Company secretary,South,Collision,Student,Quarterly,In-person,Child,Fair,Good,Owner,Medium,High,1,1,0,0,0,0,1,1,0,0,1
77,82426.87,662.0,1,36,9241.48,1504.0,3251.92,26984.69,17312.55,1,5,1,4,Male,Widowed,High School,Equality and diversity officer,East,Collision,Student,Yearly,Phone,Spouse,Poor,Excellent,Renter,Low,Medium,0,1,1,0,0,0,1,1,0,0,0
54,59452.04,662.0,1,39,14428.96,1089.76,3158.6,13467.58,5905.51,2,10,1,3,Male,Divorced,PhD,IT trainer,East,Third Party,Student,Quarterly,In-person,Self,Poor,Excellent,Renter,Medium,High,1,0,0,0,1,0,1,1,1,1,0
69,57719.05,780.0,0,21,34574.64,1876.52,3781.88,18487.83,10320.33,2,3,4,4,Male,Married,High School,Estate manager/land agent,Central,Third Party,Retired,Monthly,SMS,Spouse,Good,Good,Living with Family,Low,Low,1,0,0,1,0,0,0,0,1,1,0
59,67081.33,709.0,0,12,31619.37,762.06,3141.16,2881.99,11436.47,2,17,4,0,Male,Widowed,Master,Manufacturing engineer,South,Collision,Salaried,Monthly,Email,Parent,Excellent,Average,Owner,High,Medium,1,0,1,0,0,0,0,1,0,1,0
29,69750.29,675.0,0,36,16416.67,897.91,2670.34,7357.76,5658.61,3,17,6,4,Female,Divorced,Bachelor,"Buyer, retail",Central,Personal Injury,Student,Quarterly,SMS,Parent,Fair,Good,Living with Family,Low,High,1,0,1,0,0,1,0,1,1,1,1
64,39015.37,705.0,1,13,6470.63,1248.31,1460.99,12331.68,13929.32,4,12,7,0,Male,Widowed,High School,"Biochemist, clinical",South,Comprehensive,Student,Yearly,Email,Self,Fair,Good,Mortgage,Medium,High,1,0,0,0,0,0,0,1,1,1,0
